"Step","inrl-balance-ema-v1 - eval/black_vs_baseline","inrl-balance-ema-v1 - eval/black_vs_baseline__MIN","inrl-balance-ema-v1 - eval/black_vs_baseline__MAX"
"715","0.71484375","0.71484375","0.71484375"
"720","0.73046875","0.73046875","0.73046875"
"725","0.697265625","0.697265625","0.697265625"
"730","0.67578125","0.67578125","0.67578125"
"735","0.77734375","0.77734375","0.77734375"
"740","0.767578125","0.767578125","0.767578125"
"745","0.73046875","0.73046875","0.73046875"
"750","0.732421875","0.732421875","0.732421875"
"755","0.7265625","0.7265625","0.7265625"
"760","0.734375","0.734375","0.734375"
"765","0.693359375","0.693359375","0.693359375"
"770","0.69140625","0.69140625","0.69140625"
"775","0.734375","0.734375","0.734375"
"780","0.6875","0.6875","0.6875"
"785","0.724609375","0.724609375","0.724609375"
"790","0.728515625","0.728515625","0.728515625"
"795","0.734375","0.734375","0.734375"
"800","0.71875","0.71875","0.71875"
"805","0.72265625","0.72265625","0.72265625"
"810","0.76953125","0.76953125","0.76953125"
"815","0.712890625","0.712890625","0.712890625"
"820","0.75390625","0.75390625","0.75390625"
"825","0.724609375","0.724609375","0.724609375"
"830","0.732421875","0.732421875","0.732421875"
"835","0.6796875","0.6796875","0.6796875"
"840","0.73046875","0.73046875","0.73046875"
"845","0.716796875","0.716796875","0.716796875"
"850","0.744140625","0.744140625","0.744140625"
"855","0.759765625","0.759765625","0.759765625"
"860","0.755859375","0.755859375","0.755859375"
"865","0.740234375","0.740234375","0.740234375"
"870","0.744140625","0.744140625","0.744140625"
"875","0.732421875","0.732421875","0.732421875"
"880","0.6953125","0.6953125","0.6953125"
"885","0.69921875","0.69921875","0.69921875"
"890","0.708984375","0.708984375","0.708984375"
"895","0.771484375","0.771484375","0.771484375"
"900","0.724609375","0.724609375","0.724609375"
"905","0.724609375","0.724609375","0.724609375"
"910","0.736328125","0.736328125","0.736328125"
"915","0.724609375","0.724609375","0.724609375"
"920","0.69921875","0.69921875","0.69921875"
"925","0.69921875","0.69921875","0.69921875"
"930","0.73828125","0.73828125","0.73828125"
"935","0.72265625","0.72265625","0.72265625"
"940","0.71484375","0.71484375","0.71484375"
"945","0.712890625","0.712890625","0.712890625"
"950","0.712890625","0.712890625","0.712890625"
"955","0.72265625","0.72265625","0.72265625"
"960","0.74609375","0.74609375","0.74609375"
"965","0.751953125","0.751953125","0.751953125"
"970","0.744140625","0.744140625","0.744140625"
"975","0.7265625","0.7265625","0.7265625"
"980","0.734375","0.734375","0.734375"
"985","0.740234375","0.740234375","0.740234375"
"990","0.7578125","0.7578125","0.7578125"
"995","0.791015625","0.791015625","0.791015625"
"1000","0.744140625","0.744140625","0.744140625"
"1005","0.732421875","0.732421875","0.732421875"
"1010","0.732421875","0.732421875","0.732421875"
"1015","0.7421875","0.7421875","0.7421875"
"1020","0.76953125","0.76953125","0.76953125"
"1025","0.75","0.75","0.75"
"1030","0.7734375","0.7734375","0.7734375"
"1035","0.80078125","0.80078125","0.80078125"
"1040","0.794921875","0.794921875","0.794921875"
"1045","0.748046875","0.748046875","0.748046875"
"1050","0.748046875","0.748046875","0.748046875"
"1055","0.7421875","0.7421875","0.7421875"
"1060","0.7265625","0.7265625","0.7265625"
"1065","0.732421875","0.732421875","0.732421875"
"1070","0.7421875","0.7421875","0.7421875"
"1075","0.78125","0.78125","0.78125"
"1080","0.724609375","0.724609375","0.724609375"
"1085","0.765625","0.765625","0.765625"
"1090","0.732421875","0.732421875","0.732421875"
"1095","0.751953125","0.751953125","0.751953125"
"1100","0.7578125","0.7578125","0.7578125"
"1105","0.77734375","0.77734375","0.77734375"
"1110","0.81640625","0.81640625","0.81640625"
"1115","0.787109375","0.787109375","0.787109375"
"1120","0.787109375","0.787109375","0.787109375"
"1125","0.779296875","0.779296875","0.779296875"
"1130","0.796875","0.796875","0.796875"
"1135","0.78515625","0.78515625","0.78515625"
"1140","0.73828125","0.73828125","0.73828125"
"1145","0.744140625","0.744140625","0.744140625"
"1150","0.724609375","0.724609375","0.724609375"
"1155","0.751953125","0.751953125","0.751953125"
"1160","0.7421875","0.7421875","0.7421875"
"1165","0.74609375","0.74609375","0.74609375"
"1170","0.76171875","0.76171875","0.76171875"
"1175","0.736328125","0.736328125","0.736328125"
"1180","0.744140625","0.744140625","0.744140625"
"1185","0.728515625","0.728515625","0.728515625"
"1190","0.763671875","0.763671875","0.763671875"
"1195","0.75390625","0.75390625","0.75390625"
"1200","0.779296875","0.779296875","0.779296875"
"1205","0.7734375","0.7734375","0.7734375"
"1210","0.728515625","0.728515625","0.728515625"
"1215","0.7578125","0.7578125","0.7578125"
"1220","0.8125","0.8125","0.8125"
"1225","0.81640625","0.81640625","0.81640625"
"1230","0.8125","0.8125","0.8125"
"1235","0.751953125","0.751953125","0.751953125"
"1240","0.767578125","0.767578125","0.767578125"
"1245","0.759765625","0.759765625","0.759765625"
"1250","0.779296875","0.779296875","0.779296875"
"1255","0.74609375","0.74609375","0.74609375"
"1260","0.703125","0.703125","0.703125"
"1265","0.748046875","0.748046875","0.748046875"
"1270","0.744140625","0.744140625","0.744140625"
"1275","0.806640625","0.806640625","0.806640625"
"1280","0.82421875","0.82421875","0.82421875"
"1285","0.76171875","0.76171875","0.76171875"
"1290","0.837890625","0.837890625","0.837890625"
"1295","0.796875","0.796875","0.796875"
"1300","0.80859375","0.80859375","0.80859375"
"1305","0.830078125","0.830078125","0.830078125"
"1310","0.875","0.875","0.875"
"1315","0.849609375","0.849609375","0.849609375"
"1320","0.8203125","0.8203125","0.8203125"
"1325","0.806640625","0.806640625","0.806640625"
"1330","0.783203125","0.783203125","0.783203125"
"1335","0.703125","0.703125","0.703125"
"1340","0.751953125","0.751953125","0.751953125"
"1345","0.71875","0.71875","0.71875"
"1350","0.755859375","0.755859375","0.755859375"
"1355","0.76171875","0.76171875","0.76171875"
"1360","0.77734375","0.77734375","0.77734375"
"1365","0.83984375","0.83984375","0.83984375"
"1370","0.796875","0.796875","0.796875"
"1375","0.7734375","0.7734375","0.7734375"
"1380","0.796875","0.796875","0.796875"
"1385","0.8046875","0.8046875","0.8046875"
"1390","0.822265625","0.822265625","0.822265625"
"1395","0.7890625","0.7890625","0.7890625"
"1400","0.76171875","0.76171875","0.76171875"
"1405","0.755859375","0.755859375","0.755859375"
"1410","0.775390625","0.775390625","0.775390625"
"1415","0.7578125","0.7578125","0.7578125"
"1420","0.767578125","0.767578125","0.767578125"
"1425","0.845703125","0.845703125","0.845703125"
"1430","0.833984375","0.833984375","0.833984375"
"1435","0.8359375","0.8359375","0.8359375"
"1440","0.787109375","0.787109375","0.787109375"
"1445","0.78515625","0.78515625","0.78515625"
"1450","0.775390625","0.775390625","0.775390625"
"1455","0.8125","0.8125","0.8125"
"1460","0.7265625","0.7265625","0.7265625"
"1465","0.74609375","0.74609375","0.74609375"
"1470","0.75","0.75","0.75"
"1475","0.74609375","0.74609375","0.74609375"
"1480","0.7421875","0.7421875","0.7421875"
"1485","0.73828125","0.73828125","0.73828125"
"1490","0.7421875","0.7421875","0.7421875"
"1495","0.716796875","0.716796875","0.716796875"
"1500","0.79296875","0.79296875","0.79296875"
"1505","0.7734375","0.7734375","0.7734375"
"1510","0.7578125","0.7578125","0.7578125"
"1515","0.765625","0.765625","0.765625"
"1520","0.767578125","0.767578125","0.767578125"
"1525","0.71484375","0.71484375","0.71484375"
"1530","0.748046875","0.748046875","0.748046875"
"1535","0.748046875","0.748046875","0.748046875"
"1540","0.734375","0.734375","0.734375"
"1545","0.775390625","0.775390625","0.775390625"
"1550","0.736328125","0.736328125","0.736328125"
"1555","0.71875","0.71875","0.71875"
"1560","0.80078125","0.80078125","0.80078125"
"1565","0.791015625","0.791015625","0.791015625"
"1570","0.787109375","0.787109375","0.787109375"
"1575","0.796875","0.796875","0.796875"
"1580","0.8203125","0.8203125","0.8203125"
"1585","0.84765625","0.84765625","0.84765625"
"1590","0.833984375","0.833984375","0.833984375"
"1595","0.83984375","0.83984375","0.83984375"
"1600","0.82421875","0.82421875","0.82421875"
"1605","0.82421875","0.82421875","0.82421875"
"1610","0.833984375","0.833984375","0.833984375"
"1615","0.78515625","0.78515625","0.78515625"
"1620","0.802734375","0.802734375","0.802734375"
"1625","0.798828125","0.798828125","0.798828125"
"1630","0.818359375","0.818359375","0.818359375"
"1635","0.7890625","0.7890625","0.7890625"
"1640","0.810546875","0.810546875","0.810546875"
"1645","0.787109375","0.787109375","0.787109375"
"1650","0.78125","0.78125","0.78125"
"1655","0.83984375","0.83984375","0.83984375"
"1660","0.81640625","0.81640625","0.81640625"
"1665","0.810546875","0.810546875","0.810546875"
"1670","0.833984375","0.833984375","0.833984375"
"1675","0.8125","0.8125","0.8125"
"1680","0.80859375","0.80859375","0.80859375"
"1685","0.828125","0.828125","0.828125"
"1690","0.853515625","0.853515625","0.853515625"
"1695","0.83984375","0.83984375","0.83984375"
"1700","0.802734375","0.802734375","0.802734375"
"1705","0.8203125","0.8203125","0.8203125"
"1710","0.78125","0.78125","0.78125"
"1715","0.79296875","0.79296875","0.79296875"
"1720","0.765625","0.765625","0.765625"
"1725","0.79296875","0.79296875","0.79296875"
"1730","0.818359375","0.818359375","0.818359375"
"1735","0.791015625","0.791015625","0.791015625"
"1740","0.818359375","0.818359375","0.818359375"
"1745","0.80078125","0.80078125","0.80078125"
"1750","0.78515625","0.78515625","0.78515625"
"1755","0.791015625","0.791015625","0.791015625"
"1760","0.845703125","0.845703125","0.845703125"
"1765","0.806640625","0.806640625","0.806640625"
"1770","0.73046875","0.73046875","0.73046875"
"1775","0.7578125","0.7578125","0.7578125"
"1780","0.791015625","0.791015625","0.791015625"
"1785","0.82421875","0.82421875","0.82421875"
"1790","0.806640625","0.806640625","0.806640625"
"1795","0.828125","0.828125","0.828125"
"1800","0.837890625","0.837890625","0.837890625"
"1805","0.80078125","0.80078125","0.80078125"
"1810","0.828125","0.828125","0.828125"
"1815","0.80859375","0.80859375","0.80859375"
"1820","0.826171875","0.826171875","0.826171875"
"1825","0.80078125","0.80078125","0.80078125"
"1830","0.828125","0.828125","0.828125"
"1835","0.837890625","0.837890625","0.837890625"
"1840","0.841796875","0.841796875","0.841796875"
"1845","0.8203125","0.8203125","0.8203125"
"1850","0.84375","0.84375","0.84375"
"1855","0.837890625","0.837890625","0.837890625"
"1860","0.8359375","0.8359375","0.8359375"
"1865","0.84375","0.84375","0.84375"
"1870","0.79296875","0.79296875","0.79296875"
"1875","0.775390625","0.775390625","0.775390625"
"1880","0.80859375","0.80859375","0.80859375"
"1885","0.74609375","0.74609375","0.74609375"
"1890","0.787109375","0.787109375","0.787109375"
"1895","0.814453125","0.814453125","0.814453125"
"1900","0.783203125","0.783203125","0.783203125"
"1905","0.75390625","0.75390625","0.75390625"
"1910","0.798828125","0.798828125","0.798828125"
"1915","0.7890625","0.7890625","0.7890625"
"1920","0.767578125","0.767578125","0.767578125"
"1925","0.7890625","0.7890625","0.7890625"
"1930","0.822265625","0.822265625","0.822265625"
"1935","0.791015625","0.791015625","0.791015625"
"1940","0.7734375","0.7734375","0.7734375"
"1945","0.810546875","0.810546875","0.810546875"
"1950","0.791015625","0.791015625","0.791015625"
"1955","0.755859375","0.755859375","0.755859375"
"1960","0.763671875","0.763671875","0.763671875"
"1965","0.796875","0.796875","0.796875"
"1970","0.796875","0.796875","0.796875"
"1975","0.80078125","0.80078125","0.80078125"
"1980","0.837890625","0.837890625","0.837890625"
"1985","0.7578125","0.7578125","0.7578125"
"1990","0.779296875","0.779296875","0.779296875"
"1995","0.80078125","0.80078125","0.80078125"
