"Step","inrl-balance-ema-v1 - eval/black_vs_baseline","inrl-balance-ema-v1 - eval/black_vs_baseline__MIN","inrl-balance-ema-v1 - eval/black_vs_baseline__MAX"
"565","0.7734375","0.7734375","0.7734375"
"570","0.826171875","0.826171875","0.826171875"
"575","0.796875","0.796875","0.796875"
"580","0.798828125","0.798828125","0.798828125"
"585","0.787109375","0.787109375","0.787109375"
"590","0.755859375","0.755859375","0.755859375"
"595","0.755859375","0.755859375","0.755859375"
"600","0.80859375","0.80859375","0.80859375"
"605","0.77734375","0.77734375","0.77734375"
"610","0.779296875","0.779296875","0.779296875"
"615","0.794921875","0.794921875","0.794921875"
"620","0.75390625","0.75390625","0.75390625"
"625","0.716796875","0.716796875","0.716796875"
"630","0.740234375","0.740234375","0.740234375"
"635","0.740234375","0.740234375","0.740234375"
"640","0.73828125","0.73828125","0.73828125"
"645","0.77734375","0.77734375","0.77734375"
"650","0.78125","0.78125","0.78125"
"655","0.791015625","0.791015625","0.791015625"
"660","0.80859375","0.80859375","0.80859375"
"665","0.734375","0.734375","0.734375"
"670","0.8046875","0.8046875","0.8046875"
"675","0.8125","0.8125","0.8125"
"680","0.814453125","0.814453125","0.814453125"
"685","0.771484375","0.771484375","0.771484375"
"690","0.80078125","0.80078125","0.80078125"
"695","0.818359375","0.818359375","0.818359375"
"700","0.84375","0.84375","0.84375"
"705","0.857421875","0.857421875","0.857421875"
"710","0.767578125","0.767578125","0.767578125"
"715","0.783203125","0.783203125","0.783203125"
"720","0.779296875","0.779296875","0.779296875"
"725","0.76171875","0.76171875","0.76171875"
"730","0.80078125","0.80078125","0.80078125"
"735","0.791015625","0.791015625","0.791015625"
"740","0.794921875","0.794921875","0.794921875"
"745","0.84765625","0.84765625","0.84765625"
"750","0.8203125","0.8203125","0.8203125"
"755","0.8359375","0.8359375","0.8359375"
"760","0.810546875","0.810546875","0.810546875"
"765","0.8125","0.8125","0.8125"
"770","0.830078125","0.830078125","0.830078125"
"775","0.8046875","0.8046875","0.8046875"
"780","0.841796875","0.841796875","0.841796875"
"785","0.841796875","0.841796875","0.841796875"
"790","0.84765625","0.84765625","0.84765625"
"795","0.837890625","0.837890625","0.837890625"
"800","0.8203125","0.8203125","0.8203125"
"805","0.822265625","0.822265625","0.822265625"
"810","0.83203125","0.83203125","0.83203125"
"815","0.810546875","0.810546875","0.810546875"
"820","0.7890625","0.7890625","0.7890625"
"825","0.83203125","0.83203125","0.83203125"
"830","0.822265625","0.822265625","0.822265625"
"835","0.810546875","0.810546875","0.810546875"
"840","0.8359375","0.8359375","0.8359375"
"845","0.83984375","0.83984375","0.83984375"
"850","0.8203125","0.8203125","0.8203125"
"855","0.8359375","0.8359375","0.8359375"
"860","0.833984375","0.833984375","0.833984375"
"865","0.81640625","0.81640625","0.81640625"
"870","0.826171875","0.826171875","0.826171875"
"875","0.8359375","0.8359375","0.8359375"
"880","0.82421875","0.82421875","0.82421875"
"885","0.84375","0.84375","0.84375"
"890","0.859375","0.859375","0.859375"
"895","0.869140625","0.869140625","0.869140625"
"900","0.84765625","0.84765625","0.84765625"
"905","0.87109375","0.87109375","0.87109375"
"910","0.83984375","0.83984375","0.83984375"
"915","0.83984375","0.83984375","0.83984375"
"920","0.853515625","0.853515625","0.853515625"
"925","0.83203125","0.83203125","0.83203125"
"930","0.859375","0.859375","0.859375"
"935","0.865234375","0.865234375","0.865234375"
"940","0.873046875","0.873046875","0.873046875"
"945","0.86328125","0.86328125","0.86328125"
"950","0.861328125","0.861328125","0.861328125"
"955","0.86328125","0.86328125","0.86328125"
"960","0.859375","0.859375","0.859375"
"965","0.849609375","0.849609375","0.849609375"
"970","0.84765625","0.84765625","0.84765625"
"975","0.837890625","0.837890625","0.837890625"
"980","0.82421875","0.82421875","0.82421875"
"985","0.84375","0.84375","0.84375"
"990","0.8359375","0.8359375","0.8359375"
"995","0.82421875","0.82421875","0.82421875"
