"Step","inrl - no - pretrained - action - pruning - v1 - eval/black_vs_baseline","inrl - no - pretrained - action - pruning - v1 - eval/black_vs_baseline__MIN","inrl - no - pretrained - action - pruning - v1 - eval/black_vs_baseline__MAX"
"620","0.609375","0.609375","0.609375"
"625","0.556640625","0.556640625","0.556640625"
"630","0.5859375","0.5859375","0.5859375"
"635","0.572265625","0.572265625","0.572265625"
"640","0.59765625","0.59765625","0.59765625"
"645","0.587890625","0.587890625","0.587890625"
"650","0.568359375","0.568359375","0.568359375"
"655","0.59375","0.59375","0.59375"
"660","0.59765625","0.59765625","0.59765625"
"665","0.54296875","0.54296875","0.54296875"
"670","0.642578125","0.642578125","0.642578125"
"675","0.482421875","0.482421875","0.482421875"
"680","0.517578125","0.517578125","0.517578125"
"685","0.515625","0.515625","0.515625"
"690","0.56640625","0.56640625","0.56640625"
"695","0.443359375","0.443359375","0.443359375"
"700","0.537109375","0.537109375","0.537109375"
"705","0.462890625","0.462890625","0.462890625"
"710","0.43359375","0.43359375","0.43359375"
"715","0.4609375","0.4609375","0.4609375"
"720","0.494140625","0.494140625","0.494140625"
"725","0.498046875","0.498046875","0.498046875"
"730","0.4921875","0.4921875","0.4921875"
"735","0.48046875","0.48046875","0.48046875"
"740","0.556640625","0.556640625","0.556640625"
"745","0.51171875","0.51171875","0.51171875"
"750","0.619140625","0.619140625","0.619140625"
"755","0.53515625","0.53515625","0.53515625"
"760","0.46875","0.46875","0.46875"
"765","0.513671875","0.513671875","0.513671875"
"770","0.525390625","0.525390625","0.525390625"
"775","0.474609375","0.474609375","0.474609375"
"780","0.478515625","0.478515625","0.478515625"
"785","0.505859375","0.505859375","0.505859375"
"790","0.421875","0.421875","0.421875"
"795","0.482421875","0.482421875","0.482421875"
"800","0.529296875","0.529296875","0.529296875"
"805","0.5078125","0.5078125","0.5078125"
"810","0.53125","0.53125","0.53125"
"815","0.513671875","0.513671875","0.513671875"
"820","0.498046875","0.498046875","0.498046875"
"825","0.4921875","0.4921875","0.4921875"
"830","0.56640625","0.56640625","0.56640625"
"835","0.51953125","0.51953125","0.51953125"
"840","0.51171875","0.51171875","0.51171875"
"845","0.498046875","0.498046875","0.498046875"
"850","0.529296875","0.529296875","0.529296875"
"855","0.439453125","0.439453125","0.439453125"
"860","0.498046875","0.498046875","0.498046875"
"865","0.45703125","0.45703125","0.45703125"
"870","0.482421875","0.482421875","0.482421875"
"875","0.541015625","0.541015625","0.541015625"
"880","0.591796875","0.591796875","0.591796875"
"885","0.515625","0.515625","0.515625"
"890","0.51171875","0.51171875","0.51171875"
"895","0.5234375","0.5234375","0.5234375"
"900","0.572265625","0.572265625","0.572265625"
"905","0.583984375","0.583984375","0.583984375"
"910","0.546875","0.546875","0.546875"
"915","0.548828125","0.548828125","0.548828125"
"920","0.587890625","0.587890625","0.587890625"
"925","0.546875","0.546875","0.546875"
"930","0.568359375","0.568359375","0.568359375"
"935","0.5078125","0.5078125","0.5078125"
"940","0.494140625","0.494140625","0.494140625"
"945","0.55859375","0.55859375","0.55859375"
"950","0.53125","0.53125","0.53125"
"955","0.453125","0.453125","0.453125"
"960","0.501953125","0.501953125","0.501953125"
"965","0.546875","0.546875","0.546875"
"970","0.56640625","0.56640625","0.56640625"
"975","0.580078125","0.580078125","0.580078125"
"980","0.5","0.5","0.5"
"985","0.55859375","0.55859375","0.55859375"
"990","0.544921875","0.544921875","0.544921875"
"995","0.54296875","0.54296875","0.54296875"
