"Step","inrl-balance-ema-v1 - eval/black_vs_baseline","inrl-balance-ema-v1 - eval/black_vs_baseline__MIN","inrl-balance-ema-v1 - eval/black_vs_baseline__MAX"
"525","0.80859375","0.80859375","0.80859375"
"530","0.787109375","0.787109375","0.787109375"
"535","0.759765625","0.759765625","0.759765625"
"540","0.7734375","0.7734375","0.7734375"
"545","0.791015625","0.791015625","0.791015625"
"550","0.79296875","0.79296875","0.79296875"
"555","0.80078125","0.80078125","0.80078125"
"560","0.798828125","0.798828125","0.798828125"
"565","0.751953125","0.751953125","0.751953125"
"570","0.79296875","0.79296875","0.79296875"
"575","0.8203125","0.8203125","0.8203125"
"580","0.80078125","0.80078125","0.80078125"
"585","0.78515625","0.78515625","0.78515625"
"590","0.7890625","0.7890625","0.7890625"
"595","0.77734375","0.77734375","0.77734375"
"600","0.77734375","0.77734375","0.77734375"
"605","0.775390625","0.775390625","0.775390625"
"610","0.79296875","0.79296875","0.79296875"
"615","0.7578125","0.7578125","0.7578125"
"620","0.771484375","0.771484375","0.771484375"
"625","0.763671875","0.763671875","0.763671875"
"630","0.78125","0.78125","0.78125"
"635","0.796875","0.796875","0.796875"
"640","0.794921875","0.794921875","0.794921875"
"645","0.751953125","0.751953125","0.751953125"
"650","0.7265625","0.7265625","0.7265625"
"655","0.763671875","0.763671875","0.763671875"
"660","0.798828125","0.798828125","0.798828125"
"665","0.8046875","0.8046875","0.8046875"
"670","0.798828125","0.798828125","0.798828125"
"675","0.80078125","0.80078125","0.80078125"
"680","0.791015625","0.791015625","0.791015625"
"685","0.775390625","0.775390625","0.775390625"
"690","0.810546875","0.810546875","0.810546875"
"695","0.771484375","0.771484375","0.771484375"
"700","0.802734375","0.802734375","0.802734375"
"705","0.755859375","0.755859375","0.755859375"
"710","0.775390625","0.775390625","0.775390625"
"715","0.798828125","0.798828125","0.798828125"
"720","0.794921875","0.794921875","0.794921875"
"725","0.798828125","0.798828125","0.798828125"
"730","0.8046875","0.8046875","0.8046875"
"735","0.81640625","0.81640625","0.81640625"
"740","0.77734375","0.77734375","0.77734375"
"745","0.767578125","0.767578125","0.767578125"
"750","0.7890625","0.7890625","0.7890625"
"755","0.740234375","0.740234375","0.740234375"
"760","0.759765625","0.759765625","0.759765625"
"765","0.7578125","0.7578125","0.7578125"
"770","0.78125","0.78125","0.78125"
"775","0.80078125","0.80078125","0.80078125"
"780","0.794921875","0.794921875","0.794921875"
"785","0.76953125","0.76953125","0.76953125"
"790","0.78515625","0.78515625","0.78515625"
"795","0.796875","0.796875","0.796875"
"800","0.78125","0.78125","0.78125"
"805","0.7578125","0.7578125","0.7578125"
"810","0.7734375","0.7734375","0.7734375"
"815","0.755859375","0.755859375","0.755859375"
"820","0.80859375","0.80859375","0.80859375"
"825","0.78125","0.78125","0.78125"
"830","0.806640625","0.806640625","0.806640625"
"835","0.81640625","0.81640625","0.81640625"
"840","0.783203125","0.783203125","0.783203125"
"845","0.76953125","0.76953125","0.76953125"
"850","0.806640625","0.806640625","0.806640625"
"855","0.75390625","0.75390625","0.75390625"
"860","0.80078125","0.80078125","0.80078125"
"865","0.779296875","0.779296875","0.779296875"
"870","0.783203125","0.783203125","0.783203125"
"875","0.78515625","0.78515625","0.78515625"
"880","0.83984375","0.83984375","0.83984375"
"885","0.8046875","0.8046875","0.8046875"
"890","0.818359375","0.818359375","0.818359375"
"895","0.798828125","0.798828125","0.798828125"
"900","0.83203125","0.83203125","0.83203125"
"905","0.80078125","0.80078125","0.80078125"
"910","0.798828125","0.798828125","0.798828125"
"915","0.787109375","0.787109375","0.787109375"
"920","0.794921875","0.794921875","0.794921875"
"925","0.802734375","0.802734375","0.802734375"
"930","0.810546875","0.810546875","0.810546875"
"935","0.783203125","0.783203125","0.783203125"
"940","0.7890625","0.7890625","0.7890625"
"945","0.775390625","0.775390625","0.775390625"
"950","0.802734375","0.802734375","0.802734375"
"955","0.765625","0.765625","0.765625"
"960","0.744140625","0.744140625","0.744140625"
"965","0.787109375","0.787109375","0.787109375"
"970","0.79296875","0.79296875","0.79296875"
"975","0.755859375","0.755859375","0.755859375"
"980","0.759765625","0.759765625","0.759765625"
"985","0.7421875","0.7421875","0.7421875"
"990","0.734375","0.734375","0.734375"
"995","0.744140625","0.744140625","0.744140625"
"1000","0.751953125","0.751953125","0.751953125"
"1005","0.771484375","0.771484375","0.771484375"
"1010","0.763671875","0.763671875","0.763671875"
"1015","0.806640625","0.806640625","0.806640625"
"1020","0.771484375","0.771484375","0.771484375"
"1025","0.775390625","0.775390625","0.775390625"
"1030","0.775390625","0.775390625","0.775390625"
"1035","0.794921875","0.794921875","0.794921875"
"1040","0.796875","0.796875","0.796875"
"1045","0.794921875","0.794921875","0.794921875"
"1050","0.775390625","0.775390625","0.775390625"
"1055","0.787109375","0.787109375","0.787109375"
"1060","0.75390625","0.75390625","0.75390625"
"1065","0.779296875","0.779296875","0.779296875"
"1070","0.78125","0.78125","0.78125"
"1075","0.771484375","0.771484375","0.771484375"
"1080","0.759765625","0.759765625","0.759765625"
"1085","0.75390625","0.75390625","0.75390625"
"1090","0.791015625","0.791015625","0.791015625"
"1095","0.76953125","0.76953125","0.76953125"
"1100","0.8125","0.8125","0.8125"
"1105","0.8125","0.8125","0.8125"
"1110","0.791015625","0.791015625","0.791015625"
"1115","0.783203125","0.783203125","0.783203125"
"1120","0.7734375","0.7734375","0.7734375"
"1125","0.765625","0.765625","0.765625"
"1130","0.751953125","0.751953125","0.751953125"
"1135","0.7890625","0.7890625","0.7890625"
"1140","0.77734375","0.77734375","0.77734375"
"1145","0.740234375","0.740234375","0.740234375"
"1150","0.7578125","0.7578125","0.7578125"
"1155","0.75390625","0.75390625","0.75390625"
"1160","0.70703125","0.70703125","0.70703125"
"1165","0.76953125","0.76953125","0.76953125"
"1170","0.734375","0.734375","0.734375"
"1175","0.732421875","0.732421875","0.732421875"
"1180","0.74609375","0.74609375","0.74609375"
"1185","0.76171875","0.76171875","0.76171875"
"1190","0.77734375","0.77734375","0.77734375"
"1195","0.720703125","0.720703125","0.720703125"
"1200","0.7421875","0.7421875","0.7421875"
"1205","0.744140625","0.744140625","0.744140625"
"1210","0.78125","0.78125","0.78125"
"1215","0.75390625","0.75390625","0.75390625"
"1220","0.787109375","0.787109375","0.787109375"
"1225","0.751953125","0.751953125","0.751953125"
"1230","0.732421875","0.732421875","0.732421875"
"1235","0.7421875","0.7421875","0.7421875"
"1240","0.763671875","0.763671875","0.763671875"
"1245","0.765625","0.765625","0.765625"
"1250","0.767578125","0.767578125","0.767578125"
"1255","0.75","0.75","0.75"
"1260","0.759765625","0.759765625","0.759765625"
"1265","0.755859375","0.755859375","0.755859375"
"1270","0.779296875","0.779296875","0.779296875"
"1275","0.744140625","0.744140625","0.744140625"
"1280","0.7578125","0.7578125","0.7578125"
"1285","0.75","0.75","0.75"
"1290","0.7734375","0.7734375","0.7734375"
"1295","0.73046875","0.73046875","0.73046875"
"1300","0.740234375","0.740234375","0.740234375"
"1305","0.798828125","0.798828125","0.798828125"
"1310","0.728515625","0.728515625","0.728515625"
"1315","0.72265625","0.72265625","0.72265625"
"1320","0.76171875","0.76171875","0.76171875"
"1325","0.75390625","0.75390625","0.75390625"
"1330","0.76953125","0.76953125","0.76953125"
"1335","0.7890625","0.7890625","0.7890625"
"1340","0.791015625","0.791015625","0.791015625"
"1345","0.74609375","0.74609375","0.74609375"
"1350","0.771484375","0.771484375","0.771484375"
"1355","0.802734375","0.802734375","0.802734375"
"1360","0.76953125","0.76953125","0.76953125"
"1365","0.74609375","0.74609375","0.74609375"
"1370","0.7578125","0.7578125","0.7578125"
"1375","0.765625","0.765625","0.765625"
"1380","0.76171875","0.76171875","0.76171875"
"1385","0.759765625","0.759765625","0.759765625"
"1390","0.744140625","0.744140625","0.744140625"
"1395","0.736328125","0.736328125","0.736328125"
"1400","0.7578125","0.7578125","0.7578125"
"1405","0.6953125","0.6953125","0.6953125"
"1410","0.755859375","0.755859375","0.755859375"
"1415","0.791015625","0.791015625","0.791015625"
"1420","0.794921875","0.794921875","0.794921875"
"1425","0.77734375","0.77734375","0.77734375"
"1430","0.728515625","0.728515625","0.728515625"
"1435","0.759765625","0.759765625","0.759765625"
"1440","0.728515625","0.728515625","0.728515625"
"1445","0.763671875","0.763671875","0.763671875"
"1450","0.755859375","0.755859375","0.755859375"
"1455","0.765625","0.765625","0.765625"
"1460","0.697265625","0.697265625","0.697265625"
"1465","0.72265625","0.72265625","0.72265625"
"1470","0.708984375","0.708984375","0.708984375"
"1475","0.705078125","0.705078125","0.705078125"
"1480","0.740234375","0.740234375","0.740234375"
"1485","0.76171875","0.76171875","0.76171875"
"1490","0.79296875","0.79296875","0.79296875"
"1495","0.78125","0.78125","0.78125"
"1500","0.732421875","0.732421875","0.732421875"
"1505","0.744140625","0.744140625","0.744140625"
"1510","0.7421875","0.7421875","0.7421875"
"1515","0.73046875","0.73046875","0.73046875"
"1520","0.75390625","0.75390625","0.75390625"
"1525","0.765625","0.765625","0.765625"
"1530","0.755859375","0.755859375","0.755859375"
"1535","0.765625","0.765625","0.765625"
"1540","0.78125","0.78125","0.78125"
"1545","0.755859375","0.755859375","0.755859375"
"1550","0.740234375","0.740234375","0.740234375"
"1555","0.69921875","0.69921875","0.69921875"
"1560","0.765625","0.765625","0.765625"
"1565","0.732421875","0.732421875","0.732421875"
"1570","0.697265625","0.697265625","0.697265625"
"1575","0.755859375","0.755859375","0.755859375"
"1580","0.728515625","0.728515625","0.728515625"
"1585","0.76953125","0.76953125","0.76953125"
"1590","0.71484375","0.71484375","0.71484375"
"1595","0.78125","0.78125","0.78125"
"1600","0.7578125","0.7578125","0.7578125"
"1605","0.74609375","0.74609375","0.74609375"
"1610","0.76171875","0.76171875","0.76171875"
"1615","0.767578125","0.767578125","0.767578125"
"1620","0.77734375","0.77734375","0.77734375"
"1625","0.7734375","0.7734375","0.7734375"
"1630","0.8125","0.8125","0.8125"
"1635","0.775390625","0.775390625","0.775390625"
"1640","0.765625","0.765625","0.765625"
"1645","0.76953125","0.76953125","0.76953125"
"1650","0.76171875","0.76171875","0.76171875"
"1655","0.78125","0.78125","0.78125"
"1660","0.80078125","0.80078125","0.80078125"
"1665","0.783203125","0.783203125","0.783203125"
"1670","0.751953125","0.751953125","0.751953125"
"1675","0.755859375","0.755859375","0.755859375"
"1680","0.76171875","0.76171875","0.76171875"
"1685","0.7265625","0.7265625","0.7265625"
"1690","0.76953125","0.76953125","0.76953125"
"1695","0.734375","0.734375","0.734375"
"1700","0.82421875","0.82421875","0.82421875"
"1705","0.7421875","0.7421875","0.7421875"
"1710","0.77734375","0.77734375","0.77734375"
"1715","0.794921875","0.794921875","0.794921875"
"1720","0.79296875","0.79296875","0.79296875"
"1725","0.783203125","0.783203125","0.783203125"
"1730","0.7421875","0.7421875","0.7421875"
"1735","0.771484375","0.771484375","0.771484375"
"1740","0.7578125","0.7578125","0.7578125"
"1745","0.767578125","0.767578125","0.767578125"
"1750","0.8046875","0.8046875","0.8046875"
"1755","0.767578125","0.767578125","0.767578125"
"1760","0.76171875","0.76171875","0.76171875"
"1765","0.767578125","0.767578125","0.767578125"
"1770","0.740234375","0.740234375","0.740234375"
"1775","0.767578125","0.767578125","0.767578125"
"1780","0.78125","0.78125","0.78125"
"1785","0.771484375","0.771484375","0.771484375"
"1790","0.775390625","0.775390625","0.775390625"
"1795","0.7890625","0.7890625","0.7890625"
"1800","0.77734375","0.77734375","0.77734375"
"1805","0.75390625","0.75390625","0.75390625"
"1810","0.740234375","0.740234375","0.740234375"
"1815","0.7109375","0.7109375","0.7109375"
"1820","0.736328125","0.736328125","0.736328125"
"1825","0.7265625","0.7265625","0.7265625"
"1830","0.748046875","0.748046875","0.748046875"
"1835","0.77734375","0.77734375","0.77734375"
"1840","0.779296875","0.779296875","0.779296875"
"1845","0.78125","0.78125","0.78125"
"1850","0.837890625","0.837890625","0.837890625"
"1855","0.814453125","0.814453125","0.814453125"
"1860","0.796875","0.796875","0.796875"
"1865","0.7890625","0.7890625","0.7890625"
"1870","0.82421875","0.82421875","0.82421875"
"1875","0.79296875","0.79296875","0.79296875"
"1880","0.822265625","0.822265625","0.822265625"
"1885","0.806640625","0.806640625","0.806640625"
"1890","0.806640625","0.806640625","0.806640625"
"1895","0.791015625","0.791015625","0.791015625"
"1900","0.78125","0.78125","0.78125"
"1905","0.814453125","0.814453125","0.814453125"
"1910","0.77734375","0.77734375","0.77734375"
"1915","0.771484375","0.771484375","0.771484375"
"1920","0.796875","0.796875","0.796875"
"1925","0.77734375","0.77734375","0.77734375"
"1930","0.759765625","0.759765625","0.759765625"
"1935","0.76171875","0.76171875","0.76171875"
"1940","0.744140625","0.744140625","0.744140625"
"1945","0.77734375","0.77734375","0.77734375"
"1950","0.77734375","0.77734375","0.77734375"
"1955","0.8046875","0.8046875","0.8046875"
"1960","0.775390625","0.775390625","0.775390625"
"1965","0.80078125","0.80078125","0.80078125"
"1970","0.7734375","0.7734375","0.7734375"
"1975","0.81640625","0.81640625","0.81640625"
"1980","0.796875","0.796875","0.796875"
"1985","0.7890625","0.7890625","0.7890625"
"1990","0.822265625","0.822265625","0.822265625"
"1995","0.818359375","0.818359375","0.818359375"
