"Step","inrl - no - pretrained - action - pruning - v1 - eval/black_vs_baseline","inrl - no - pretrained - action - pruning - v1 - eval/black_vs_baseline__MIN","inrl - no - pretrained - action - pruning - v1 - eval/black_vs_baseline__MAX"
"865","0.611328125","0.611328125","0.611328125"
"870","0.5859375","0.5859375","0.5859375"
"875","0.525390625","0.525390625","0.525390625"
"880","0.517578125","0.517578125","0.517578125"
"885","0.638671875","0.638671875","0.638671875"
"890","0.578125","0.578125","0.578125"
"895","0.5390625","0.5390625","0.5390625"
"900","0.591796875","0.591796875","0.591796875"
"905","0.59765625","0.59765625","0.59765625"
"910","0.61328125","0.61328125","0.61328125"
"915","0.62109375","0.62109375","0.62109375"
"920","0.607421875","0.607421875","0.607421875"
"925","0.62109375","0.62109375","0.62109375"
"930","0.638671875","0.638671875","0.638671875"
"935","0.681640625","0.681640625","0.681640625"
"940","0.6640625","0.6640625","0.6640625"
"945","0.654296875","0.654296875","0.654296875"
"950","0.60546875","0.60546875","0.60546875"
"955","0.630859375","0.630859375","0.630859375"
"960","0.634765625","0.634765625","0.634765625"
"965","0.638671875","0.638671875","0.638671875"
"970","0.66015625","0.66015625","0.66015625"
"975","0.623046875","0.623046875","0.623046875"
"980","0.6171875","0.6171875","0.6171875"
"985","0.65625","0.65625","0.65625"
"990","0.630859375","0.630859375","0.630859375"
"995","0.669921875","0.669921875","0.669921875"
"1000","0.65625","0.65625","0.65625"
"1005","0.689453125","0.689453125","0.689453125"
"1010","0.599609375","0.599609375","0.599609375"
"1015","0.60546875","0.60546875","0.60546875"
"1020","0.638671875","0.638671875","0.638671875"
"1025","0.6796875","0.6796875","0.6796875"
"1030","0.6875","0.6875","0.6875"
"1035","0.66015625","0.66015625","0.66015625"
"1040","0.662109375","0.662109375","0.662109375"
"1045","0.6640625","0.6640625","0.6640625"
"1050","0.669921875","0.669921875","0.669921875"
"1055","0.658203125","0.658203125","0.658203125"
"1060","0.599609375","0.599609375","0.599609375"
"1065","0.64453125","0.64453125","0.64453125"
"1070","0.61328125","0.61328125","0.61328125"
"1075","0.642578125","0.642578125","0.642578125"
"1080","0.685546875","0.685546875","0.685546875"
"1085","0.623046875","0.623046875","0.623046875"
"1090","0.6328125","0.6328125","0.6328125"
"1095","0.6640625","0.6640625","0.6640625"
"1100","0.712890625","0.712890625","0.712890625"
"1105","0.6328125","0.6328125","0.6328125"
"1110","0.6484375","0.6484375","0.6484375"
"1115","0.66796875","0.66796875","0.66796875"
"1120","0.73828125","0.73828125","0.73828125"
"1125","0.69140625","0.69140625","0.69140625"
"1130","0.60546875","0.60546875","0.60546875"
"1135","0.630859375","0.630859375","0.630859375"
"1140","0.64453125","0.64453125","0.64453125"
"1145","0.66015625","0.66015625","0.66015625"
"1150","0.64453125","0.64453125","0.64453125"
"1155","0.6015625","0.6015625","0.6015625"
"1160","0.625","0.625","0.625"
"1165","0.634765625","0.634765625","0.634765625"
"1170","0.685546875","0.685546875","0.685546875"
"1175","0.626953125","0.626953125","0.626953125"
"1180","0.62109375","0.62109375","0.62109375"
"1185","0.607421875","0.607421875","0.607421875"
"1190","0.60546875","0.60546875","0.60546875"
"1195","0.669921875","0.669921875","0.669921875"
"1200","0.607421875","0.607421875","0.607421875"
"1205","0.603515625","0.603515625","0.603515625"
"1210","0.58203125","0.58203125","0.58203125"
"1215","0.64453125","0.64453125","0.64453125"
"1220","0.630859375","0.630859375","0.630859375"
"1225","0.62890625","0.62890625","0.62890625"
"1230","0.65234375","0.65234375","0.65234375"
"1235","0.658203125","0.658203125","0.658203125"
"1240","0.681640625","0.681640625","0.681640625"
"1245","0.611328125","0.611328125","0.611328125"
"1250","0.6640625","0.6640625","0.6640625"
"1255","0.689453125","0.689453125","0.689453125"
"1260","0.650390625","0.650390625","0.650390625"
"1265","0.583984375","0.583984375","0.583984375"
"1270","0.634765625","0.634765625","0.634765625"
"1275","0.63671875","0.63671875","0.63671875"
"1280","0.654296875","0.654296875","0.654296875"
"1285","0.638671875","0.638671875","0.638671875"
"1290","0.62890625","0.62890625","0.62890625"
"1295","0.625","0.625","0.625"
"1300","0.625","0.625","0.625"
"1305","0.67578125","0.67578125","0.67578125"
"1310","0.69921875","0.69921875","0.69921875"
"1315","0.66796875","0.66796875","0.66796875"
"1320","0.685546875","0.685546875","0.685546875"
"1325","0.65625","0.65625","0.65625"
"1330","0.66015625","0.66015625","0.66015625"
"1335","0.666015625","0.666015625","0.666015625"
"1340","0.7109375","0.7109375","0.7109375"
"1345","0.73828125","0.73828125","0.73828125"
"1350","0.775390625","0.775390625","0.775390625"
"1355","0.75","0.75","0.75"
"1360","0.748046875","0.748046875","0.748046875"
"1365","0.68359375","0.68359375","0.68359375"
"1370","0.611328125","0.611328125","0.611328125"
"1375","0.625","0.625","0.625"
"1380","0.57421875","0.57421875","0.57421875"
"1385","0.56640625","0.56640625","0.56640625"
"1390","0.6171875","0.6171875","0.6171875"
"1395","0.681640625","0.681640625","0.681640625"
"1400","0.681640625","0.681640625","0.681640625"
"1405","0.619140625","0.619140625","0.619140625"
"1410","0.697265625","0.697265625","0.697265625"
"1415","0.6640625","0.6640625","0.6640625"
"1420","0.623046875","0.623046875","0.623046875"
"1425","0.61328125","0.61328125","0.61328125"
"1430","0.60546875","0.60546875","0.60546875"
"1435","0.642578125","0.642578125","0.642578125"
"1440","0.599609375","0.599609375","0.599609375"
"1445","0.59765625","0.59765625","0.59765625"
"1450","0.55859375","0.55859375","0.55859375"
"1455","0.578125","0.578125","0.578125"
"1460","0.509765625","0.509765625","0.509765625"
"1465","0.59765625","0.59765625","0.59765625"
"1470","0.5546875","0.5546875","0.5546875"
"1475","0.625","0.625","0.625"
"1480","0.625","0.625","0.625"
"1485","0.54296875","0.54296875","0.54296875"
"1490","0.482421875","0.482421875","0.482421875"
"1495","0.546875","0.546875","0.546875"
"1500","0.634765625","0.634765625","0.634765625"
"1505","0.62890625","0.62890625","0.62890625"
"1510","0.580078125","0.580078125","0.580078125"
"1515","0.53515625","0.53515625","0.53515625"
"1520","0.65234375","0.65234375","0.65234375"
"1525","0.6015625","0.6015625","0.6015625"
"1530","0.560546875","0.560546875","0.560546875"
"1535","0.517578125","0.517578125","0.517578125"
"1540","0.595703125","0.595703125","0.595703125"
"1545","0.666015625","0.666015625","0.666015625"
"1550","0.630859375","0.630859375","0.630859375"
"1555","0.6484375","0.6484375","0.6484375"
"1560","0.607421875","0.607421875","0.607421875"
"1565","0.603515625","0.603515625","0.603515625"
"1570","0.611328125","0.611328125","0.611328125"
"1575","0.634765625","0.634765625","0.634765625"
"1580","0.623046875","0.623046875","0.623046875"
"1585","0.5859375","0.5859375","0.5859375"
"1590","0.515625","0.515625","0.515625"
"1595","0.515625","0.515625","0.515625"
"1600","0.599609375","0.599609375","0.599609375"
"1605","0.6171875","0.6171875","0.6171875"
"1610","0.568359375","0.568359375","0.568359375"
"1615","0.58984375","0.58984375","0.58984375"
"1620","0.626953125","0.626953125","0.626953125"
"1625","0.712890625","0.712890625","0.712890625"
"1630","0.6796875","0.6796875","0.6796875"
"1635","0.6640625","0.6640625","0.6640625"
"1640","0.654296875","0.654296875","0.654296875"
"1645","0.62890625","0.62890625","0.62890625"
"1650","0.650390625","0.650390625","0.650390625"
"1655","0.71875","0.71875","0.71875"
"1660","0.6796875","0.6796875","0.6796875"
"1665","0.708984375","0.708984375","0.708984375"
"1670","0.73046875","0.73046875","0.73046875"
"1675","0.6875","0.6875","0.6875"
"1680","0.68359375","0.68359375","0.68359375"
"1685","0.681640625","0.681640625","0.681640625"
"1690","0.6875","0.6875","0.6875"
"1695","0.703125","0.703125","0.703125"
"1700","0.705078125","0.705078125","0.705078125"
"1705","0.6796875","0.6796875","0.6796875"
"1710","0.662109375","0.662109375","0.662109375"
"1715","0.66796875","0.66796875","0.66796875"
"1720","0.65234375","0.65234375","0.65234375"
"1725","0.689453125","0.689453125","0.689453125"
"1730","0.69921875","0.69921875","0.69921875"
"1735","0.6796875","0.6796875","0.6796875"
"1740","0.66796875","0.66796875","0.66796875"
"1745","0.62890625","0.62890625","0.62890625"
"1750","0.720703125","0.720703125","0.720703125"
"1755","0.685546875","0.685546875","0.685546875"
"1760","0.712890625","0.712890625","0.712890625"
"1765","0.689453125","0.689453125","0.689453125"
"1770","0.669921875","0.669921875","0.669921875"
"1775","0.673828125","0.673828125","0.673828125"
"1780","0.634765625","0.634765625","0.634765625"
"1785","0.640625","0.640625","0.640625"
"1790","0.60546875","0.60546875","0.60546875"
"1795","0.607421875","0.607421875","0.607421875"
"1800","0.609375","0.609375","0.609375"
"1805","0.517578125","0.517578125","0.517578125"
"1810","0.568359375","0.568359375","0.568359375"
"1815","0.525390625","0.525390625","0.525390625"
"1820","0.53125","0.53125","0.53125"
"1825","0.5625","0.5625","0.5625"
"1830","0.556640625","0.556640625","0.556640625"
"1835","0.603515625","0.603515625","0.603515625"
"1840","0.58203125","0.58203125","0.58203125"
"1845","0.556640625","0.556640625","0.556640625"
"1850","0.552734375","0.552734375","0.552734375"
"1855","0.578125","0.578125","0.578125"
"1860","0.607421875","0.607421875","0.607421875"
"1865","0.58203125","0.58203125","0.58203125"
"1870","0.529296875","0.529296875","0.529296875"
"1875","0.625","0.625","0.625"
"1880","0.5625","0.5625","0.5625"
"1885","0.576171875","0.576171875","0.576171875"
"1890","0.611328125","0.611328125","0.611328125"
"1895","0.66015625","0.66015625","0.66015625"
"1900","0.626953125","0.626953125","0.626953125"
"1905","0.66796875","0.66796875","0.66796875"
"1910","0.62890625","0.62890625","0.62890625"
"1915","0.650390625","0.650390625","0.650390625"
"1920","0.568359375","0.568359375","0.568359375"
"1925","0.59375","0.59375","0.59375"
"1930","0.5703125","0.5703125","0.5703125"
"1935","0.58203125","0.58203125","0.58203125"
"1940","0.58203125","0.58203125","0.58203125"
"1945","0.615234375","0.615234375","0.615234375"
"1950","0.6328125","0.6328125","0.6328125"
"1955","0.6640625","0.6640625","0.6640625"
"1960","0.61328125","0.61328125","0.61328125"
"1965","0.6484375","0.6484375","0.6484375"
"1970","0.6640625","0.6640625","0.6640625"
"1975","0.6640625","0.6640625","0.6640625"
"1980","0.65625","0.65625","0.65625"
"1985","0.638671875","0.638671875","0.638671875"
"1990","0.6015625","0.6015625","0.6015625"
"1995","0.626953125","0.626953125","0.626953125"
