"Step","inrl-temporal-6 - eval/black_vs_white_pool1","inrl-temporal-6 - eval/black_vs_white_pool1__MIN","inrl-temporal-6 - eval/black_vs_white_pool1__MAX"
"635","0.8203125","0.8203125","0.8203125"
"640","0.875","0.875","0.875"
"645","0.880859375","0.880859375","0.880859375"
"650","0.85546875","0.85546875","0.85546875"
"655","0.869140625","0.869140625","0.869140625"
"660","0.865234375","0.865234375","0.865234375"
"665","0.876953125","0.876953125","0.876953125"
"670","0.859375","0.859375","0.859375"
"675","0.865234375","0.865234375","0.865234375"
"680","0.900390625","0.900390625","0.900390625"
"685","0.873046875","0.873046875","0.873046875"
"690","0.84765625","0.84765625","0.84765625"
"695","0.880859375","0.880859375","0.880859375"
"700","0.861328125","0.861328125","0.861328125"
"705","0.84375","0.84375","0.84375"
"710","0.849609375","0.849609375","0.849609375"
"715","0.85546875","0.85546875","0.85546875"
"720","0.849609375","0.849609375","0.849609375"
"725","0.869140625","0.869140625","0.869140625"
"730","0.845703125","0.845703125","0.845703125"
"735","0.892578125","0.892578125","0.892578125"
"740","0.890625","0.890625","0.890625"
"745","0.84765625","0.84765625","0.84765625"
"750","0.876953125","0.876953125","0.876953125"
"755","0.86328125","0.86328125","0.86328125"
"760","0.845703125","0.845703125","0.845703125"
"765","0.884765625","0.884765625","0.884765625"
"770","0.87109375","0.87109375","0.87109375"
"775","0.85546875","0.85546875","0.85546875"
"780","0.849609375","0.849609375","0.849609375"
"785","0.859375","0.859375","0.859375"
"790","0.8515625","0.8515625","0.8515625"
"795","0.83984375","0.83984375","0.83984375"
"800","0.8359375","0.8359375","0.8359375"
"805","0.8359375","0.8359375","0.8359375"
"810","0.82421875","0.82421875","0.82421875"
"815","0.837890625","0.837890625","0.837890625"
"820","0.841796875","0.841796875","0.841796875"
"825","0.814453125","0.814453125","0.814453125"
"830","0.822265625","0.822265625","0.822265625"
"835","0.8203125","0.8203125","0.8203125"
"840","0.8125","0.8125","0.8125"
"845","0.822265625","0.822265625","0.822265625"
"850","0.8359375","0.8359375","0.8359375"
"855","0.8203125","0.8203125","0.8203125"
"860","0.828125","0.828125","0.828125"
"865","0.833984375","0.833984375","0.833984375"
"870","0.82421875","0.82421875","0.82421875"
"875","0.84765625","0.84765625","0.84765625"
"880","0.822265625","0.822265625","0.822265625"
"885","0.845703125","0.845703125","0.845703125"
"890","0.85546875","0.85546875","0.85546875"
"895","0.837890625","0.837890625","0.837890625"
"900","0.802734375","0.802734375","0.802734375"
"905","0.841796875","0.841796875","0.841796875"
"910","0.8203125","0.8203125","0.8203125"
"915","0.828125","0.828125","0.828125"
"920","0.814453125","0.814453125","0.814453125"
"925","0.861328125","0.861328125","0.861328125"
"930","0.837890625","0.837890625","0.837890625"
"935","0.869140625","0.869140625","0.869140625"
"940","0.86328125","0.86328125","0.86328125"
"945","0.82421875","0.82421875","0.82421875"
"950","0.861328125","0.861328125","0.861328125"
"955","0.828125","0.828125","0.828125"
"960","0.78515625","0.78515625","0.78515625"
"965","0.78125","0.78125","0.78125"
"970","0.849609375","0.849609375","0.849609375"
"975","0.841796875","0.841796875","0.841796875"
"980","0.822265625","0.822265625","0.822265625"
"985","0.82421875","0.82421875","0.82421875"
"990","0.84375","0.84375","0.84375"
"995","0.83984375","0.83984375","0.83984375"
"1000","0.826171875","0.826171875","0.826171875"
"1005","0.837890625","0.837890625","0.837890625"
"1010","0.82421875","0.82421875","0.82421875"
"1015","0.841796875","0.841796875","0.841796875"
"1020","0.8046875","0.8046875","0.8046875"
"1025","0.828125","0.828125","0.828125"
"1030","0.8046875","0.8046875","0.8046875"
"1035","0.841796875","0.841796875","0.841796875"
"1040","0.845703125","0.845703125","0.845703125"
"1045","0.830078125","0.830078125","0.830078125"
"1050","0.87109375","0.87109375","0.87109375"
"1055","0.904296875","0.904296875","0.904296875"
"1060","0.853515625","0.853515625","0.853515625"
"1065","0.84765625","0.84765625","0.84765625"
"1070","0.880859375","0.880859375","0.880859375"
"1075","0.861328125","0.861328125","0.861328125"
"1080","0.859375","0.859375","0.859375"
"1085","0.88671875","0.88671875","0.88671875"
"1090","0.88671875","0.88671875","0.88671875"
"1095","0.845703125","0.845703125","0.845703125"
"1100","0.865234375","0.865234375","0.865234375"
"1105","0.87109375","0.87109375","0.87109375"
"1110","0.865234375","0.865234375","0.865234375"
"1115","0.8671875","0.8671875","0.8671875"
"1120","0.865234375","0.865234375","0.865234375"
"1125","0.87890625","0.87890625","0.87890625"
"1130","0.87109375","0.87109375","0.87109375"
"1135","0.87890625","0.87890625","0.87890625"
"1140","0.869140625","0.869140625","0.869140625"
"1145","0.873046875","0.873046875","0.873046875"
"1150","0.85546875","0.85546875","0.85546875"
"1155","0.890625","0.890625","0.890625"
"1160","0.88671875","0.88671875","0.88671875"
"1165","0.859375","0.859375","0.859375"
"1170","0.833984375","0.833984375","0.833984375"
"1175","0.837890625","0.837890625","0.837890625"
"1180","0.865234375","0.865234375","0.865234375"
"1185","0.859375","0.859375","0.859375"
"1190","0.88671875","0.88671875","0.88671875"
"1195","0.85546875","0.85546875","0.85546875"
"1200","0.873046875","0.873046875","0.873046875"
"1205","0.892578125","0.892578125","0.892578125"
"1210","0.861328125","0.861328125","0.861328125"
"1215","0.896484375","0.896484375","0.896484375"
"1220","0.861328125","0.861328125","0.861328125"
"1225","0.86328125","0.86328125","0.86328125"
"1230","0.859375","0.859375","0.859375"
"1235","0.853515625","0.853515625","0.853515625"
"1240","0.90625","0.90625","0.90625"
"1245","0.884765625","0.884765625","0.884765625"
"1250","0.861328125","0.861328125","0.861328125"
"1255","0.833984375","0.833984375","0.833984375"
"1260","0.880859375","0.880859375","0.880859375"
"1265","0.837890625","0.837890625","0.837890625"
"1270","0.859375","0.859375","0.859375"
"1275","0.8515625","0.8515625","0.8515625"
"1280","0.87890625","0.87890625","0.87890625"
"1285","0.8515625","0.8515625","0.8515625"
"1290","0.853515625","0.853515625","0.853515625"
"1295","0.884765625","0.884765625","0.884765625"
"1300","0.837890625","0.837890625","0.837890625"
"1305","0.87109375","0.87109375","0.87109375"
"1310","0.89453125","0.89453125","0.89453125"
"1315","0.861328125","0.861328125","0.861328125"
"1320","0.865234375","0.865234375","0.865234375"
"1325","0.830078125","0.830078125","0.830078125"
"1330","0.884765625","0.884765625","0.884765625"
